* Top 60,000 lemmas, with word forms for each lemma
* This sample data is taken from the one billion word Corpus of Contemporary American English (COCA)
(www.english-corpora.org/coca), which is the only corpus of English that is large, up-to-date, and is based on a wide range of genres.
* For complete word frequency data from COCA, please see https://www.wordfrequency.info
* For instructions on using this file in Excel, see https://www.wordfrequency.info/freqTxtToExcel.pdf
* For an explanation of the columns below, see https://www.wordfrequency.info/files.asp
----- Before converting file to Excel, remove the first eight lines, with the first line being the one starting with "rank"

lemRank	lemma	PoS	lemFreq	wordFreq	word
3425	regulate	v	21437	4032	regulating
3425	regulate	v	21437	2113	regulates
3435	bishop	n	21282	11988	bishop
3435	bishop	n	21282	9294	bishops
3445	eagle	n	21220	11099	eagle
3445	eagle	n	21220	10121	eagles
3455	manufacturing	n	21096	21096	manufacturing
3465	Irish	j	21004	21004	irish
3475	explode	v	20874	8401	exploded
3475	explode	v	20874	6401	explode
3475	explode	v	20874	3404	exploding
3475	explode	v	20874	2668	explodes
3485	sandwich	n	20804	13193	sandwich
3485	sandwich	n	20804	7611	sandwiches
3495	bias	n	20699	17425	bias
3495	bias	n	20699	3274	biases
3505	mutual	j	20623	20623	mutual
3515	guitar	n	20550	18083	guitar
3515	guitar	n	20550	2467	guitars
3525	particle	n	20474	13454	particles
3525	particle	n	20474	7020	particle
3535	leather	n	20393	20037	leather
3535	leather	n	20393	356	leathers
3545	dump	v	20326	9369	dumped
3545	dump	v	20326	7003	dump
3545	dump	v	20326	3946	dumping
3545	dump	v	20326	8	dumps
3555	homeless	j	20229	20229	homeless
3565	horizon	n	20141	16948	horizon
3565	horizon	n	20141	3193	horizons
3575	beast	n	19956	15759	beast
3575	beast	n	19956	4197	beasts
3585	workshop	n	19894	11786	workshop
3585	workshop	n	19894	8098	workshops
3585	workshop	n	19894	10	work-shop
3595	touchdown	n	19832	12150	touchdown
3595	touchdown	n	19832	7682	touchdowns
3605	motivate	v	19758	11370	motivated
3605	motivate	v	19758	4561	motivate
3605	motivate	v	19758	1926	motivating
3605	motivate	v	19758	1901	motivates
3615	ounce	n	19680	7650	ounces
3615	ounce	n	19680	6929	oz
3615	ounce	n	19680	5101	ounce
3625	undergo	v	19593	5617	undergo
3625	undergo	v	19593	4954	undergoing
3625	undergo	v	19593	4391	underwent
3625	undergo	v	19593	3520	undergone
3625	undergo	v	19593	1111	undergoes
3635	enforce	v	19538	10476	enforce
3635	enforce	v	19538	4346	enforced
3635	enforce	v	19538	3973	enforcing
3635	enforce	v	19538	743	enforces
3645	adoption	n	19416	17961	adoption
3645	adoption	n	19416	1455	adoptions
3655	mount	v	19389	8847	mounted
3655	mount	v	19389	5129	mount
3655	mount	v	19389	4514	mounting
3655	mount	v	19389	899	mounts
3665	bug	n	19312	9759	bugs
3665	bug	n	19312	9553	bug
3675	demonstration	n	19226	11123	demonstration
3675	demonstration	n	19226	8103	demonstrations
3685	lemon	n	19153	17192	lemon
3685	lemon	n	19153	1961	lemons
3695	melt	v	19071	7469	melt
3695	melt	v	19071	5856	melted
3695	melt	v	19071	3489	melting
3695	melt	v	19071	2257	melts
3705	cabin	n	19019	16324	cabin
3705	cabin	n	19019	2695	cabins
3715	mess	v	18949	7438	mess
3715	mess	v	18949	6251	messed
3715	mess	v	18949	4622	messing
3715	mess	v	18949	638	messes
3725	donation	n	18869	11293	donations
3725	donation	n	18869	7576	donation
3735	maximum	j	18764	18764	maximum
3745	oak	n	18691	13925	oak
3745	oak	n	18691	4766	oaks
3755	marijuana	n	18607	18607	marijuana
3765	conspiracy	n	18508	17362	conspiracy
3765	conspiracy	n	18508	1146	conspiracies
3775	associate	n	18443	12298	associates
3775	associate	n	18443	6145	associate
3785	Mount	n	18361	17124	mount
3785	Mount	n	18361	1237	mounts
3795	starter	n	18292	9479	starter
3795	starter	n	18292	8813	starters
3805	intensity	n	18229	17388	intensity
3805	intensity	n	18229	841	intensities
3815	essence	n	18172	17663	essence
3815	essence	n	18172	509	essences
3825	ownership	n	18114	18057	ownership
3825	ownership	n	18114	57	ownerships
3835	conduct	n	18031	17877	conduct
3835	conduct	n	18031	154	conducts
3845	unexpected	j	17962	17962	unexpected
3855	ship	v	17891	7418	shipped
3855	ship	v	17891	4840	ship
3855	ship	v	17891	4783	shipping
3855	ship	v	17891	850	ships
3865	stimulus	n	17842	13331	stimulus
3865	stimulus	n	17842	4511	stimuli
3875	correctly	r	17759	17759	correctly
3885	divine	j	17704	17560	divine
3885	divine	j	17704	136	diviner
3885	divine	j	17704	8	divinest
3895	short	r	17604	17604	short
3905	devote	v	17555	10136	devoted
3905	devote	v	17555	5077	devote
3905	devote	v	17555	1310	devoting
3905	devote	v	17555	1032	devotes
3915	endure	v	17500	8126	endure
3915	endure	v	17500	6628	endured
3915	endure	v	17500	1652	enduring
3915	endure	v	17500	1094	endures
3925	lyrics	n	17443	15506	lyrics
3925	lyrics	n	17443	1937	lyric
3935	genuine	j	17394	17394	genuine
3945	rhetoric	n	17356	17248	rhetoric
3945	rhetoric	n	17356	108	rhetorics
3955	jeans	n	17273	16572	jeans
3955	jeans	n	17273	701	jean
3965	ranch	n	17219	15727	ranch
3965	ranch	n	17219	1492	ranches
3975	pitcher	n	17123	11502	pitcher
3975	pitcher	n	17123	5621	pitchers
3985	behavioral	j	17052	17052	behavioral
3995	bombing	n	16988	12117	bombing
3995	bombing	n	16988	4871	bombings
4005	ruling	n	16930	14308	ruling
4005	ruling	n	16930	2622	rulings
4015	guard	v	16876	9958	guard
4015	guard	v	16876	3074	guarding
4015	guard	v	16876	2962	guarded
4015	guard	v	16876	882	guards
4025	talented	j	16822	16822	talented
4035	accessible	j	16761	16761	accessible
4045	doll	n	16714	10775	doll
4045	doll	n	16714	5939	dolls
4055	program	v	16652	7938	program
4055	program	v	16652	4387	programming
4055	program	v	16652	4071	programmed
4055	program	v	16652	254	programs
4065	administer	v	16592	9623	administered
4065	administer	v	16592	3894	administer
4065	administer	v	16592	2156	administering
4065	administer	v	16592	919	administers
4075	follower	n	16508	14364	followers
4075	follower	n	16508	2144	follower
4085	pump	n	16418	10205	pump
4085	pump	n	16418	6213	pumps
4095	asshole	n	16356	12860	asshole
4095	asshole	n	16356	3461	assholes
4095	asshole	n	16356	35	ass-hole
4105	tumor	n	16309	9783	tumor
4105	tumor	n	16309	5042	tumors
4105	tumor	n	16309	974	tumour
4105	tumor	n	16309	510	tumours
4115	surveillance	n	16262	16222	surveillance
4115	surveillance	n	16262	40	surveillances
4125	insect	n	16198	10329	insects
4125	insect	n	16198	5869	insect
4135	structural	j	16138	16138	structural
4145	greet	v	16069	7886	greeted
4145	greet	v	16069	5484	greet
4145	greet	v	16069	1617	greets
4145	greet	v	16069	1082	greeting
4155	parameter	n	16010	11489	parameters
4155	parameter	n	16010	4521	parameter
4165	crawl	v	15944	5527	crawl
4165	crawl	v	15944	4652	crawling
4165	crawl	v	15944	4467	crawled
4165	crawl	v	15944	1298	crawls
4175	conscious	j	15895	15895	conscious
4185	processing	n	15825	15825	processing
4195	affiliation	n	15784	14144	affiliation
4195	affiliation	n	15784	1640	affiliations
4205	worry	n	15739	8505	worries
4205	worry	n	15739	7234	worry
4215	supervisor	n	15672	10008	supervisor
4215	supervisor	n	15672	5664	supervisors
4225	immune	j	15631	15631	immune
4235	specify	v	15567	6440	specified
4235	specify	v	15567	5598	specify
4235	specify	v	15567	2034	specifies
4235	specify	v	15567	1495	specifying
4245	rent	n	15515	12846	rent
4245	rent	n	15515	2669	rents
4255	treasure	n	15484	10591	treasure
4255	treasure	n	15484	4893	treasures
4265	secure	j	15420	15409	secure
4265	secure	j	15420	8	securest
4275	forty	m	15352	15352	forty
4285	joke	v	15321	6957	joking
4285	joke	v	15321	4244	joked
4285	joke	v	15321	2792	joke
4285	joke	v	15321	1328	jokes
4295	outfit	n	15213	10899	outfit
4295	outfit	n	15213	4314	outfits
4305	fool	v	15179	7460	fool
4305	fool	v	15179	4876	fooled
4305	fool	v	15179	2833	fooling
4305	fool	v	15179	10	fools
4315	hidden	j	15111	15111	hidden
4325	suspicion	n	15070	10710	suspicion
4325	suspicion	n	15070	4360	suspicions
4335	seal	n	15019	9608	seal
4335	seal	n	15019	5411	seals
4345	reception	n	14976	12911	reception
4345	reception	n	14976	2065	receptions
4355	drift	v	14941	6245	drifted
4355	drift	v	14941	4478	drifting
4355	drift	v	14941	4217	drift
4365	backup	n	14904	12161	backup
4365	backup	n	14904	1345	backups
4365	backup	n	14904	1306	back-up
4365	backup	n	14904	92	back-ups
4375	execution	n	14857	12506	execution
4375	execution	n	14857	2351	executions
4385	relieve	v	14789	7824	relieved
4385	relieve	v	14789	5456	relieve
4385	relieve	v	14789	822	relieving
4385	relieve	v	14789	687	relieves
4395	pad	n	14749	9406	pad
4395	pad	n	14749	5343	pads
4405	amid	i	14704	14704	amid
4415	accent	n	14628	11561	accent
4415	accent	n	14628	3067	accents
4425	momentum	n	14567	14488	momentum
4425	momentum	n	14567	79	momenta
4435	creativity	n	14474	14474	creativity
4445	reportedly	r	14446	14446	reportedly
4455	full-time	j	14401	14401	full-time
4465	subsidy	n	14371	10402	subsidies
4465	subsidy	n	14371	3969	subsidy
4475	supposedly	r	14318	14318	supposedly
4485	Android	n	14261	13844	android
4485	Android	n	14261	417	androids
4495	ecosystem	n	14216	8203	ecosystem
4495	ecosystem	n	14216	5909	ecosystems
4495	ecosystem	n	14216	80	eco-system
4495	ecosystem	n	14216	24	eco-systems
4505	sock	n	14170	10451	socks
4505	sock	n	14170	3719	sock
4515	tragic	j	14131	14131	tragic
4525	cooperate	v	14075	8375	cooperate
4525	cooperate	v	14075	3506	cooperating
4525	cooperate	v	14075	1563	cooperated
4525	cooperate	v	14075	322	cooperates
4525	cooperate	v	14075	206	co-operate
4525	cooperate	v	14075	62	co-operating
4525	cooperate	v	14075	28	co-operated
4525	cooperate	v	14075	13	co-operates
4535	gorgeous	j	14044	14044	gorgeous
4545	freak	v	14012	6290	freaking
4545	freak	v	14012	3582	freaked
4545	freak	v	14012	3054	freak
4545	freak	v	14012	1086	freaks
4555	instructional	j	13944	13944	instructional
4565	authorize	v	13916	8114	authorized
4565	authorize	v	13916	3073	authorize
4565	authorize	v	13916	1733	authorizing
4565	authorize	v	13916	996	authorizes
4575	opt	v	13862	6314	opt
4575	opt	v	13862	5077	opted
4575	opt	v	13862	1882	opting
4575	opt	v	13862	589	opts
4585	interfere	v	13797	8039	interfere
4585	interfere	v	13797	2814	interfering
4585	interfere	v	13797	1606	interfered
4585	interfere	v	13797	1338	interferes
4595	racist	j	13749	13749	racist
4605	Marine	n	13677	11809	marines
4605	Marine	n	13677	1868	marine
4615	sadly	r	13633	13633	sadly
4625	protective	j	13603	13603	protective
4635	minimal	j	13549	13549	minimal
4645	drill	v	13524	6434	drilling
4645	drill	v	13524	4285	drill
4645	drill	v	13524	2805	drilled
4655	classify	v	13459	9185	classified
4655	classify	v	13459	2722	classify
4655	classify	v	13459	1042	classifying
4655	classify	v	13459	510	classifies
4665	discount	n	13415	9293	discount
4665	discount	n	13415	4122	discounts
4675	retailer	n	13374	8838	retailers
4675	retailer	n	13374	4536	retailer
4685	chemistry	n	13323	13323	chemistry
4695	drown	v	13296	5225	drowned
4695	drown	v	13296	4582	drown
4695	drown	v	13296	2982	drowning
4695	drown	v	13296	507	drowns
4705	sail	v	13257	4684	sail
4705	sail	v	13257	4395	sailed
4705	sail	v	13257	3774	sailing
4705	sail	v	13257	404	sails
4715	diary	n	13233	9833	diary
4715	diary	n	13233	3400	diaries
4725	cruel	j	13185	12599	cruel
4725	cruel	j	13185	406	cruelest
4725	cruel	j	13185	129	crueler
4725	cruel	j	13185	38	cruellest
4725	cruel	j	13185	13	crueller
4735	o'clock	r	13146	13146	o'clock
4745	hormone	n	13088	6588	hormones
4745	hormone	n	13088	6500	hormone
4755	mixed	j	13032	13032	mixed
4765	pin	n	12991	8207	pin
4765	pin	n	12991	4783	pins
4775	shallow	j	12943	12204	shallow
4775	shallow	j	12943	637	shallower
4775	shallow	j	12943	102	shallowest
4785	exchange	v	12921	5760	exchanged
4785	exchange	v	12921	4622	exchange
4785	exchange	v	12921	2536	exchanging
4795	loving	j	12868	12868	loving
4805	defender	n	12834	6535	defender
4805	defender	n	12834	6299	defenders
4815	eleven	m	12779	12779	eleven
4825	ideological	j	12746	12746	ideological
4835	eternal	j	12724	12724	eternal
4845	uncover	v	12692	6495	uncovered
4845	uncover	v	12692	4095	uncover
4845	uncover	v	12692	1428	uncovering
4845	uncover	v	12692	674	uncovers
4855	verify	v	12629	7095	verify
4855	verify	v	12629	4136	verified
4855	verify	v	12629	1053	verifying
4855	verify	v	12629	345	verifies
4865	proceedings	n	12549	11582	proceedings
4865	proceedings	n	12549	967	proceeding
4875	soda	n	12515	11302	soda
4875	soda	n	12515	1213	sodas
4885	happily	r	12458	12458	happily
4895	ideal	n	12428	8117	ideals
4895	ideal	n	12428	4311	ideal
4905	Syrian	j	12405	12405	syrian
4915	cord	n	12388	9642	cord
4915	cord	n	12388	2746	cords
4925	campaign	v	12363	4935	campaigning
4925	campaign	v	12363	4423	campaign
4925	campaign	v	12363	3005	campaigned
4935	junk	n	12319	12238	junk
4935	junk	n	12319	81	junks
4945	sphere	n	12268	9019	sphere
4945	sphere	n	12268	3249	spheres
4955	extract	v	12222	5415	extract
4955	extract	v	12222	4546	extracted
4955	extract	v	12222	1813	extracting
4955	extract	v	12222	448	extracts
4965	breeze	n	12205	10983	breeze
4965	breeze	n	12205	1222	breezes
4975	attendance	n	12157	12116	attendance
4975	attendance	n	12157	41	attendances
4985	petition	n	12115	8944	petition
4985	petition	n	12115	3171	petitions
4995	reluctant	j	12077	12077	reluctant
5005	upgrade	v	12053	6461	upgrade
5005	upgrade	v	12053	2606	upgraded
5005	upgrade	v	12053	2323	upgrading
5005	upgrade	v	12053	663	upgrades
5015	shrink	v	12008	4611	shrink
5015	shrink	v	12008	2491	shrinking
5015	shrink	v	12008	2250	shrunk
5015	shrink	v	12008	1729	shrank
5015	shrink	v	12008	927	shrinks
5025	yield	n	11970	7270	yield
5025	yield	n	11970	4700	yields
5035	stunning	j	11930	11930	stunning
5045	hammer	n	11886	10602	hammer
5045	hammer	n	11886	1284	hammers
5055	stereotype	n	11850	7331	stereotypes
5055	stereotype	n	11850	4519	stereotype
5065	light	i	11827	11827	light
5075	unnecessary	j	11789	11789	unnecessary
5085	suitable	j	11759	11759	suitable
5095	vertical	j	11719	11719	vertical
5105	purely	r	11697	11697	purely
5115	torture	n	11683	11077	torture
5115	torture	n	11683	606	tortures
5125	prosecute	v	11637	4813	prosecuted
5125	prosecute	v	11637	4665	prosecute
5125	prosecute	v	11637	1983	prosecuting
5125	prosecute	v	11637	176	prosecutes
5135	low	r	11611	5076	low
5135	low	r	11611	3978	lower
5135	low	r	11611	2557	lowest
5145	screen	v	11581	4050	screening
5145	screen	v	11581	3689	screened
5145	screen	v	11581	3214	screen
5145	screen	v	11581	628	screens
5155	unto	i	11541	11541	unto
5165	shareholder	n	11509	8046	shareholders
5165	shareholder	n	11509	3463	shareholder
5175	per	r	11472	11472	per
5185	blink	v	11416	5707	blinked
5185	blink	v	11416	2769	blink
5185	blink	v	11416	2107	blinking
5185	blink	v	11416	833	blinks
5195	spin	n	11383	10857	spin
5195	spin	n	11383	524	spins
5205	completion	n	11341	10839	completion
5205	completion	n	11341	502	completions
5215	elected	j	11297	11297	elected
5225	variance	n	11267	10299	variance
5225	variance	n	11267	968	variances
5235	refrigerator	n	11247	9861	refrigerator
5235	refrigerator	n	11247	1386	refrigerators
5245	greenhouse	n	11208	10427	greenhouse
5245	greenhouse	n	11208	781	greenhouses
5255	widow	n	11187	8946	widow
5255	widow	n	11187	2241	widows
5265	correspond	v	11149	3831	correspond
5265	correspond	v	11149	3058	corresponds
5265	correspond	v	11149	2942	corresponding
5265	correspond	v	11149	1318	corresponded
5275	inn	n	11126	10095	inn
5275	inn	n	11126	1031	inns
5285	homeowner	n	11102	7943	homeowners
5285	homeowner	n	11102	3118	homeowner
5285	homeowner	n	11102	28	home-owners
5285	homeowner	n	11102	13	home-owner
5295	reactor	n	11056	6656	reactor
5295	reactor	n	11056	4400	reactors
5305	modification	n	11030	5646	modification
5305	modification	n	11030	5384	modifications
5315	infect	v	10999	7616	infected
5315	infect	v	10999	1878	infect
5315	infect	v	10999	895	infecting
5315	infect	v	10999	610	infects
5325	smoking	n	10959	10959	smoking
5335	selected	j	10929	10929	selected
5345	warehouse	n	10908	8698	warehouse
5345	warehouse	n	10908	2210	warehouses
5355	provoke	v	10860	3965	provoke
5355	provoke	v	10860	3959	provoked
5355	provoke	v	10860	2018	provoking
5355	provoke	v	10860	918	provokes
5365	alert	v	10826	7045	alert
5365	alert	v	10826	2772	alerted
5365	alert	v	10826	1002	alerting
5365	alert	v	10826	7	alerts
5375	notable	j	10792	10792	notable
5385	polite	j	10757	10708	polite
5385	polite	j	10757	28	politer
5385	polite	j	10757	21	politest
5395	spine	n	10725	9327	spine
5395	spine	n	10725	1398	spines
5405	scar	n	10693	5354	scar
5405	scar	n	10693	5339	scars
5415	whatsoever	d	10650	10650	whatsoever
5425	sweetie	n	10610	10530	sweetie
5425	sweetie	n	10610	80	sweeties
5435	prevail	v	10593	5372	prevail
5435	prevail	v	10593	3540	prevailed
5435	prevail	v	10593	1672	prevails
5435	prevail	v	10593	9	prevailing
5445	positively	r	10579	10579	positively
5455	uphold	v	10571	4275	upheld
5455	uphold	v	10571	4012	uphold
5455	uphold	v	10571	1715	upholding
5455	uphold	v	10571	569	upholds
5465	paradigm	n	10529	8742	paradigm
5465	paradigm	n	10529	1787	paradigms
5475	leak	n	10490	6083	leak
5475	leak	n	10490	4404	leaks
5485	matrix	n	10463	9113	matrix
5485	matrix	n	10463	1303	matrices
5485	matrix	n	10463	47	matrixes
5495	reason	v	10441	5432	reason
5495	reason	v	10441	2578	reasoned
5495	reason	v	10441	2135	reasoning
5495	reason	v	10441	296	reasons
5505	supplement	n	10417	5592	supplements
5505	supplement	n	10417	4825	supplement
5515	board	v	10377	4275	board
5515	board	v	10377	3507	boarded
5515	board	v	10377	1923	boarding
5515	board	v	10377	672	boards
5525	affection	n	10348	8819	affection
5525	affection	n	10348	1529	affections
5535	endorsement	n	10310	7739	endorsement
5535	endorsement	n	10310	2571	endorsements
5545	seeing	c	10279	10279	seeing
5555	harvest	v	10261	3948	harvest
